"samples","type","235630_at","208858_s_at","203313_s_at","1566695_at","201585_s_at","243682_at","1561301_at","1555514_a_at","223169_s_at","37966_at","228374_at","227638_at","236413_at","1570009_at","1553936_a_at","1558785_a_at","220431_at","1562080_at","209920_at","238070_at","237115_at","1557022_at","220489_s_at","218301_at","211570_s_at","203806_s_at","243905_at","226591_at","1558000_at","200658_s_at"
102,"basal",6.26644680888845,7.81780976870613,9.29091257681313,3.26635914183795,9.11907808118285,6.32196232103444,4.34797662625096,6.7944796510576,5.22051678582757,6.44521240711527,6.857023232082,6.44319247630171,6.24618130437608,2.73395156096836,3.17749040686696,3.94224706265275,3.19391037620061,3.06350212190101,7.63332432642592,7.66912908715235,3.23762058921138,3.7720007110347,4.76861245187979,6.36686201509453,3.57272136703424,6.1423955175085,4.03745614532562,3.27361591408185,3.51109270982987,9.62668533072809
106,"basal",6.29376712755735,8.14866097741575,8.51638058636535,3.0452130798818,7.80568427138155,5.52428228763425,3.88918935149101,6.98809987549409,4.79294749692607,7.86284092200415,6.32707245687508,7.52087476700157,5.91552784232367,3.0730811669543,3.39727524881036,4.4227399693654,3.35330513085286,3.0537012242522,6.23708918720488,8.38556358719767,3.6913152945592,3.92734186813044,4.04521786502134,7.05558406476212,3.67472889124431,6.90067505725463,3.05343501243195,4.42465972312364,3.40720564354343,8.99523127556019
108,"basal",6.09009903161533,8.76899906017865,7.83041996032736,3.17767764382851,7.98999933462818,6.80722703444401,4.42365964427952,7.61382507461879,5.85247024194775,6.85565292977899,6.53847492234687,6.55860808707637,5.82178580238032,3.04456048134614,3.45288867231789,4.10859405812366,5.68793432763816,2.77043252132852,6.32092239154255,6.74854441275437,3.68441553918997,3.87027686436041,4.37913017969774,7.08372620416027,3.4207669018272,6.36758779820681,2.96470869855938,4.58757177546462,3.74459242733376,9.21835161136273
109,"basal",6.08671369387046,8.23436608471192,8.67863180778771,3.45954454975302,8.22756143096018,6.42872328221063,4.03265158326079,7.29454200973751,4.69053058640757,7.30329114627109,6.01775493339557,7.22209926157834,6.04607136428103,3.03386841107972,3.32879812784871,4.37878798936074,3.29432747754277,2.88380772204954,6.59388782634458,8.52030966425112,3.75203440142739,4.01522102053861,4.19540877439501,6.72909672079568,3.5230891465003,6.41642390266269,3.12592744144646,3.44031195173468,3.46798412207721,9.66688080140836
110,"basal",6.26998849455898,8.15669625029095,8.15439872706187,3.02957803119053,8.26795388857302,6.14929974827173,4.07683631235932,7.19795043829296,4.35476526483179,7.73439334487419,6.37065498349502,6.95296903504878,5.99415966693199,3.16770613760952,3.28078856785273,4.33667398616185,3.33147749772974,3.22419288346409,6.00949072745847,8.09596714945126,3.79700455367444,3.70151228745878,3.88145596495022,6.53493662263411,3.71854685263865,6.61449595177914,3.1344558134335,3.11294207513214,3.4033539225348,9.37244964980747
111,"basal",6.16194377301085,8.32893531070517,7.84138009616706,3.05292076252761,8.45147921567816,5.4555986750344,4.19969061891087,7.53869653364406,4.23730287399944,7.33161947495942,6.71549590109716,7.30672654090603,5.8787325803129,3.12333401623481,3.22229574942132,4.29054223656876,3.49273559100047,3.03003556880285,5.32334028929822,9.57847777869744,3.97097306357356,4.16392809882386,4.20147637001018,6.97716389477075,3.67192178123169,6.40238983203951,3.59832492665974,4.48387879318318,3.48987407795488,9.67080908637549
112,"basal",6.15362908673638,7.55488731321896,8.13655293766464,3.39497650383932,8.12657388958122,5.58132810956642,4.08556211253545,7.13142744622857,4.47162039914869,6.52061524609608,6.21651075315156,7.09192649011121,5.99076543310122,3.0543238579281,3.40617639147682,4.4160428214319,3.66300983778064,3.36872095473404,6.01560826327254,7.81480067265527,3.78869501376661,3.89755872416095,4.48593379224556,7.00535634194245,3.6760516398103,6.10314184599744,3.28885106237432,3.49661394793364,3.53995461187475,9.3434232272478
113,"basal",6.386669032407,7.48866944131936,8.38459106820183,3.2368191833399,8.88417335878819,6.10421219876077,4.28767403489092,6.75129732154457,4.86602486449237,6.98211241561305,5.62998575606189,6.35886304551963,5.94321814849097,2.93939591090143,3.4756261008177,5.35755457055661,3.34607985015499,3.04282911722322,5.98255867500774,7.86082250805518,3.64882147039769,4.01796065240871,4.01533085396507,6.29289126147165,3.5222461887372,6.75433882099154,2.99796357461046,4.35348530623214,3.74598080789431,10.0850687666231
114,"basal",5.93929063271666,7.62237633806268,8.98707047489656,3.09480102667578,8.5838075586137,6.46457192199993,4.05545574102422,7.2689441760875,3.61915456786791,5.95854337111798,6.35042227243136,7.27650322726685,5.72523595784653,2.97967116467051,3.42224978429726,3.67017333830118,3.36557641710136,2.89611010044172,7.33190560774618,7.97911893041429,3.29252648879518,4.23104483504614,4.27989570054375,6.11286783042912,3.7434783927305,5.48469370523133,3.1385418088975,4.98026668424278,3.74701639607055,9.32234123033218
115,"basal",6.19551577174882,8.74883477997643,8.90249954570218,3.26292044943595,8.6261971718663,6.6443633014093,4.15527375219544,7.35243570797043,5.15400172236035,7.87787013377907,6.78651233550757,7.20831060939794,5.81132129465052,2.94840498374165,3.60759926920116,4.18560566511309,3.41347662207228,2.98240446431186,6.35546523254403,8.91986692547439,3.57450755102306,3.8186578716814,3.93032235293081,6.87632403892822,3.4421838542263,6.93467429063605,3.62296600209994,5.33307681573679,3.79300189568045,8.99798113902786
118,"basal",6.06145864491004,8.49229962319068,9.27456147486592,2.97209418061138,8.12138880251338,6.14208236960561,4.30505339011565,6.70779496501425,4.54233175161727,6.56639413468759,6.30978204813348,4.99150023994589,5.93518029342342,2.89142533424285,3.51160414455334,4.90381163255976,3.49270189620031,3.0748158684844,6.12278077003354,8.86229336913866,3.77201483362939,3.88779008528508,4.39192138453927,6.21197732851444,3.37563582660949,6.94205559209394,3.13516552983952,4.93697035494402,3.32696926869493,9.64934706269308
119,"basal",6.17481572190468,8.18194153431845,8.83569224315226,3.02585765936071,8.23233276680685,6.52495363817289,3.92967764638354,7.54068953910415,4.81450744596339,7.08186662028164,5.78485589400794,7.57451438630373,5.52727309202068,3.02893041327741,3.50019515860078,4.32070550519163,3.2930835677121,2.86556327879295,6.44686171697939,8.4066826471613,3.69841352958425,3.62854674455171,4.19541967079897,6.68722418125919,3.46245107580173,6.1335597556784,3.21835135363602,4.33289369003086,3.42987309121819,9.54340787452147
120,"basal",6.07017022390065,8.34436521905709,8.95602947670007,3.0105569236658,8.65662993778757,6.3107677102599,4.15636077978791,7.54658398961321,6.45122264028412,6.93973185141094,6.77177181255109,6.69951773763266,6.02159119025859,3.13969510855999,3.43724677539259,4.43661101958628,3.32476242890771,2.98647086585886,7.20744816963488,8.62174138237444,3.53446308592988,3.88025336390738,4.59490289495052,6.24393790026979,3.56023817266971,6.36842942794409,3.32968956352624,3.48917273335374,3.50796268152988,9.84697974182528
124,"basal",6.12106480138885,8.00112868814948,8.55289668264972,3.17785698547306,8.48212040171022,6.23937099957169,4.08564712490247,7.49185334178956,5.97544535071596,7.89651244349243,6.15834856738924,7.21970549010596,5.60326841469826,3.14735268236886,3.42784438557308,4.28656683948058,3.32182997846983,2.99334248854679,6.38414905984119,7.63228476714704,3.64217012941053,4.02442412000796,4.12019679611176,6.81123923007995,3.53214315955032,6.29070401385572,3.32747364749097,4.75521221148572,3.48602149811739,9.29456411051085
125,"basal",6.16008175747232,7.85519758045142,8.58609691178609,3.0824040313583,8.39287323938943,6.72275225103854,4.20933111212,7.45867723910947,5.18484345516081,5.93662796628038,6.59148415925525,7.69508850628584,5.77121300304519,2.9576486538673,3.45617069620029,4.0550923302607,3.74957403009632,2.95340694604136,6.16482806007024,7.94235157751592,3.68095515335127,3.70617099818951,4.29428554263434,6.53062994098388,3.25246843053702,6.99510515725251,3.08868508116188,3.29883797898894,3.32926862908284,9.38067682989037
128,"basal",6.52436248009391,8.18492793167352,8.89660440757108,3.22120532096692,8.3076384501373,6.76226976637104,4.27296663106897,7.11800524233603,3.98131497967589,7.43242186023817,6.03651695729355,6.30966931395588,5.84887711116194,2.91873301775226,3.58369737427016,4.82717442481821,3.44404717754244,3.01610195861531,6.7297146955048,7.61602931924351,3.73830762472856,4.1264408605759,4.54755585201227,6.8283522136778,3.72544338068924,5.72903394039763,3.36431382045881,4.07568202146112,3.41020301798977,9.56773635400115
130,"basal",5.96619167997594,8.40621399268898,9.03471875511259,3.20813384047893,8.37334902594319,6.32932834185684,4.3027290609563,7.75960540461235,4.65677139364194,5.71631230472784,6.09950799578915,7.07720169002598,5.93109387628559,3.0140942410238,3.43061535779733,4.46227091772279,3.64237344038592,3.0961326298453,6.32052772388017,7.90585113745668,3.70377814878285,4.3991180333574,4.3159116656313,6.81277712172673,3.5948687271656,6.68028832753242,3.20601783767405,4.48798474142139,3.39789828325221,9.21726093790856
131,"basal",6.60018903139665,7.50727884850921,7.50822638890629,3.45012247374744,8.57378656068993,6.28344965230101,4.59557490059093,7.35689803659134,4.83049888701072,6.24045886101437,6.00195660896709,6.86966891968547,6.26070745270194,3.12153251151685,3.39363943556205,4.86509766830407,3.57759423772308,2.90547906933333,5.32484271703716,8.73417453678261,3.9309193241281,4.24168226032694,4.4269135217054,6.60998289851783,3.60550311467589,7.09832194479607,3.11139955414745,5.3482894704964,3.56475289038929,10.1218544830087
135,"basal",6.2579734895317,8.63620959001346,8.0772877333765,3.27289378241345,8.452648869545,6.25738739335256,4.11884825651624,7.21797609576279,4.65629333975381,7.01216907798468,6.25289103416307,6.94599432626745,6.14450084939102,3.0725482247178,3.44316566525299,4.26662560423538,3.2665862123599,2.65461074211503,5.99061067483603,8.2065667074324,3.45588934971387,4.13103591223781,4.74775558995342,6.8751254808677,3.61693240941726,6.0719040183566,3.12596265556572,3.59409950184161,3.22466726874506,9.23080029209784
136,"basal",6.31343347207587,7.85489371731696,8.25109242784423,2.98231147744786,8.56038569991911,6.52972598878407,4.23469354810123,7.93835444081417,4.56273328570254,7.62262232063978,6.21725908238481,7.70797128670714,6.00929367585026,3.01076255671417,3.36189604803932,4.49743139363115,3.62854539340659,2.94661501538804,6.77821914343223,7.74228317451674,3.60699971040843,4.16331058837308,4.25026093866232,6.98059822168298,3.82924636717186,5.91051189289971,3.58295029740222,3.59740232384382,3.65646676671287,9.77733410899776
138,"basal",6.18452510456435,8.38943328870364,8.43010396067895,3.77867809132904,8.28531178483374,6.63091364560792,4.31739933019368,6.4405923568685,5.18519031473081,7.33278467856982,6.44532167175583,6.06607148224501,5.96350875568699,3.32446120872551,3.52902681408195,4.33819601735162,3.55044819129576,3.01656243629454,5.94453083051964,9.05484933417968,3.63796744270892,4.64519030418478,4.77129813380561,7.42948233788573,3.76066067029904,6.43720414395702,3.2917441946696,4.60288402997072,3.44872674593277,10.1664724997836
139,"basal",6.37320715003825,8.19443214842743,7.80929924897679,3.31449280482439,8.51508754415376,6.21685608722128,4.06617198193879,6.75359386637253,4.4018879372822,8.40594443787719,6.54589183289215,6.50508670932733,5.83663236991494,3.00306983280376,3.43306551256839,4.81544888504178,3.41075346243829,3.32300444762068,6.07124643493765,8.86812966112742,4.68096800446055,4.04471268877626,4.43565101853562,7.44672337764396,3.68463582488273,8.01851948525885,3.2102151602216,3.30154788226225,3.62911156254634,9.8720407658014
142,"basal",6.62742801452666,9.32953253505201,8.23324861580279,2.97640908064426,8.15735554606274,6.12497677635913,3.8565004383281,6.29017301957525,3.86133347797496,7.55442289182806,6.13615702616338,6.76759394308054,5.80569542013264,3.37492757232264,3.28059602669686,3.9211470049572,3.43652315502297,3.01359584865415,6.50856023671935,7.71522595381386,3.71979619331289,3.96171987077363,4.79590003988944,6.45694152883437,3.56822945530223,6.82269648704169,3.12664014049847,3.6412991541734,3.5059489885691,9.49536356438132
143,"basal",6.25765890325209,8.60072826495617,8.78699788832575,3.15241269087237,8.1975245022453,6.44613630014233,4.81769317731983,7.31615537746282,4.33528486666274,6.65031932159493,5.73659450878332,6.30581829155055,6.07139425727211,3.14149768935938,3.62972867558307,4.18239814931749,3.45819528454282,2.95175177898189,5.71679036545963,8.50997300841093,3.6541227662849,4.06693293253105,4.42545275028306,6.66282314569917,3.46071689235266,6.15397829067249,3.02486333434647,4.111974944051,3.26220726948524,9.18652369835186
144,"basal",6.0874329257155,8.4694888170032,8.25073740462956,3.09617717650557,8.38997874331499,6.38598775917819,4.64746881904693,6.33158702896016,4.1715120360135,6.63586588816413,6.34544259678288,6.48068489433865,5.96727041223488,3.13714888394679,3.2717466662388,4.16208648033514,5.77002173780934,3.10909428741471,6.34932653350682,7.87408828171392,3.63413785238006,4.31070577404233,4.44674834363845,7.32346717673157,3.59021621265394,6.59032626785389,3.25138973613145,4.11334860426791,3.46300777532359,9.6956716005111
145,"basal",6.04251038361586,8.07910479845794,9.00486542734172,3.0034228785656,8.85539977871639,6.59407986228029,4.28508020018451,6.78061792178795,3.90655296328041,7.13181597565027,6.52506177016943,6.66624205404898,6.37893824119036,3.00685027422405,3.56705534217018,4.82455238480926,3.19821658434137,3.15868101044844,6.4525858081756,7.92807183146604,3.48942006101221,4.22267044473162,4.67284050791246,6.80858448173785,3.58597336578137,6.65546819988513,3.29347455333906,3.61915456786791,3.46478812537409,9.40464227698702
146,"basal",6.05397192842064,8.2474455831179,8.52498700808346,3.24615332140556,8.56734152943486,5.89900451838544,4.31404649896216,6.92523527718709,4.4118150538799,5.34489636589146,6.09085494521757,5.99565134689318,6.1989280286124,3.0698229351235,3.97290840431377,4.52487021654182,3.35101984738921,3.03610237648771,6.35585882780391,7.068132686162,3.8135812221761,4.36898954531556,4.70916837969443,7.13729166436377,3.65241577338003,5.6580313688108,3.3988437904869,3.24959863787663,3.29327234751119,10.3761985991029
147,"basal",5.96802338219791,7.81796665899392,8.06823338267344,3.27826595892933,8.37897488572376,5.90891298938588,4.31635173091096,6.5516138376123,6.11173811933208,5.70375538112683,5.75258492907929,6.30233081439872,5.78011700571255,3.06962262375625,3.91525672522483,4.85311541063166,3.76059840103528,3.19020095783727,6.12129512174544,6.79144105331852,3.60842033914464,4.70943634822355,5.12705914894581,6.6157265177165,3.65125422856028,7.46419269034806,3.70522920499331,4.13986598679369,3.79101179428932,9.87030648709446
148,"basal",6.26342672522944,8.10597317298908,7.96750786052791,3.59575750280958,8.37293338292081,5.57901252373664,4.37072797557034,6.28338482178667,4.64046663694643,8.0523111409564,6.64333506861323,6.85197860741803,6.24276353644158,3.50166998551934,3.34177455133587,4.2670568663201,3.58632260689395,3.18419102117312,6.08067011566863,7.74644737530711,3.62435854986671,3.94872202639983,4.51901067598575,7.02241571318688,3.66330433205028,6.7570581132209,3.46174310306772,4.40159196640866,3.63982127442629,10.7910843850414
149,"basal",6.39568419389574,8.70586248118082,8.32440344026704,3.30399074552095,8.35059919135655,6.26637527681474,4.42328787978849,6.80182515525918,5.48311675143306,7.26506168215448,6.43336860514927,6.41510834463141,5.89607341143512,2.94995079451745,3.33205391355071,4.72014471871524,3.5170307333318,2.92650667884219,5.84244374152683,8.47407226683883,3.66355013337175,3.81427553745626,4.67568413329214,6.9826834602985,3.33951690614422,6.49068843708907,2.81340878737056,5.36448626028996,3.43884136080747,9.78251347428829
150,"basal",6.01340426344098,8.83941020416048,8.90690967113434,3.45688576677889,8.45187969114402,5.83261115985932,4.5638419895667,7.17031357404591,4.41856699036321,8.21370396605202,6.87934979610299,6.73277284736977,5.91435908900001,3.17958970230408,3.3577516529296,4.28608015574498,3.39368087222325,2.92722288768739,5.76516065405235,8.25941268063509,3.50578836590748,3.79644001565499,4.6428235610286,6.68267482775521,5.36414288523373,7.63338583605674,2.8713734586501,3.17479410717546,3.48104169718241,9.96113425084654
86,"HER",6.14376745821674,8.8402338168526,8.79386628135099,3.02744423820778,8.72832674168072,6.44965962006292,3.99516274452659,6.78345837634683,4.4827927391978,5.778294792202,6.47063050006881,6.43731360471515,5.8735268382527,2.98680365497418,3.34193634733794,4.0080072235117,3.69653948370939,2.97677422447535,6.98475836315037,7.67690220059973,3.64644833743138,3.71699649675341,5.17651490546567,6.67853390141299,3.37731125898959,5.60338405438943,3.42177675493348,4.43982383446469,3.8092389684412,12.3160978482666
88,"HER",6.4576108736622,7.69525576521622,8.98110323955221,2.93296761846805,8.6057843993791,5.75584261662124,3.93024206931138,6.65090397636276,4.00800305518478,6.22063695392957,7.38541969089592,6.81030355877593,6.08286530849627,2.87386140906816,3.35040811762185,4.15751869682179,3.64683079358684,3.00020425914023,7.54766631105243,7.2204546308408,3.90475171473773,4.56410896260199,4.6908662397817,6.56680855749465,3.72591545795138,6.15180924350358,3.31767620933492,4.35665228866201,3.63621127637167,10.2746535191032
89,"HER",6.40460161617921,8.5419488617644,9.08981090659715,3.16178099552441,8.54832970383724,6.19023680026623,4.38028554595848,6.83777706231815,4.2024583541858,6.10347549885397,6.19028216242874,6.68808024795063,6.04793483290778,2.81041935372641,3.15747070536406,3.82865436970373,5.04559846047849,3.04968583591123,7.51585384308652,7.61484925286483,3.53249740295128,3.99497573355839,4.82178017292893,6.39499420798086,3.49903280597719,5.90726978377172,3.20145814709243,5.33513411552085,3.64801724596404,8.85859577381667
95,"HER",6.33601764931112,8.33259670390434,8.36950994135741,3.31073631256281,8.73796347519989,6.16056084763855,4.03436924934516,7.08707757276286,4.16404778588441,5.52755286404986,6.53079279898208,6.61382012574556,6.28532801830279,3.02040554217741,3.28491025905068,3.93113434281845,3.46495558029718,3.04393453761902,6.95733216103002,7.53472786966741,3.55255477746238,3.7315635900782,4.71170358467913,6.24528860638983,3.78378123332448,5.98414523522339,3.7018229482416,3.92634951893883,3.87062356066107,9.51012867269633
96,"HER",6.3325696016937,8.53151692481996,8.70240831176681,3.09120894710354,8.79762216047278,5.63600275768224,4.00659723084455,7.62367456331099,4.31242992657038,6.63780708923132,6.3236955004635,6.69849415643928,6.25244554339045,2.90078090401492,3.5311217737689,3.94772120164513,3.40410452446583,2.99927389771872,6.87774633246346,7.19806440185952,3.85188426730378,3.78705878922239,5.4171168170189,6.87774633246346,3.41203642849075,5.56458949541216,3.17089774288715,3.1190575014506,3.75926644950021,10.1236810785886
97,"HER",6.15339174222135,8.67809591306674,8.76158317824893,3.12355516049508,8.9318430238674,8.41785462426969,4.10655097578896,7.48979075085771,4.29989936358429,5.98660725583031,6.8745386194037,7.32608362143495,6.18520898870729,3.01490385065826,3.54268959887145,4.15644360727183,4.2194675133334,2.89205594715272,6.869102970059,7.09281655116921,3.60368511984807,3.60033821459244,4.8180061659536,6.50365601801203,3.57686986601389,5.79079527669992,3.41203676049914,5.96899827873277,4.42364310127282,9.59434440109163
98,"HER",6.07256977565334,8.53078662510273,9.23821206832891,2.89726717195615,8.84586583973527,5.8631815936342,4.04880962595376,7.1378257362152,4.37557775085012,5.57533347612083,6.41994273247478,7.36590719797298,6.05637250205214,3.05427655301804,3.45274589085328,3.87555411396247,3.84775150938161,3.0772837932668,7.02818098093969,7.27319873791423,3.58648577684789,4.72876877314174,4.59749942914215,6.26629874632842,3.28595501215613,5.86309333434249,3.79095559701841,4.24609691491464,3.92654317142644,12.4255834181216
100,"HER",6.99418721268303,8.17930924255647,9.58961960502264,2.92260349244173,8.80036444152253,6.89443562262742,3.87630305108918,6.75954455547619,4.46314045158785,5.80077170217288,7.17290089011954,6.40863596695536,6.03446771894259,3.01553648179608,3.39668904427735,4.31764758918761,4.57824206807841,3.14994075230618,6.50970203694874,7.945977870642,3.53968285058692,3.25837053091801,5.27336801459685,6.51800796389136,3.6555739505373,6.07260501185998,3.32968956352624,6.47348656259099,3.63695130414985,9.02150081335519
103,"HER",6.11927323155205,8.56499992731852,9.57350602539598,3.07217654901475,9.15409515521755,6.98051663734817,4.11926651856764,7.30105695226021,4.15978787296826,5.5843829746671,6.67016359122258,7.28269457889294,6.22606958205555,2.89706816992868,3.31911822371189,3.8296036896906,3.17357119644988,2.76517518099935,7.23939735369447,7.23583148222753,3.72655992831723,3.79698850903074,4.95319152447637,6.3257807609019,3.74177326168601,5.83670960716818,3.66664292366913,4.85847940647894,3.90826037940822,9.63376851942909
104,"HER",6.93872901301134,8.52979591648782,8.7583682340218,2.9941115645188,9.08179931987339,6.02302533946453,4.0990920964101,7.0565902437137,5.86680484124867,5.61187339627068,6.6730780318654,7.09597341415813,6.01707214521736,2.86793707377907,3.40545904271647,4.194951023894,3.2176997262748,2.95749057642554,7.62230154568927,7.86928424882788,3.40719093622029,3.61864969924327,4.79250474087899,6.13907239472987,3.40687777210876,5.88361051524183,3.5659587886121,5.9619489663414,3.84496617196151,12.6568224374917
105,"HER",6.61905444490471,8.53067879869492,8.56590853117206,2.90216937902859,8.75740678412654,5.67953754356163,4.14164011105816,6.92391918362941,4.51719499797201,5.43386165654765,6.86196372936026,6.61826536817634,6.18283319377735,2.7568322451292,3.31948831050048,3.87936854604792,4.57197864738303,3.0390194974664,6.83448323017076,7.10793724437227,3.57357109526608,3.92513352006488,5.09928892798649,6.58024764599382,3.62808341666954,5.87057230963081,3.27962925543251,5.83648292280504,4.27658365334542,9.41492563010782
107,"HER",7.20247568908358,8.25338202140182,8.5850268997542,3.17963509666961,8.10865194525742,6.56459235849978,4.43380748427935,6.9127066065714,5.40801614099948,6.26783745982459,6.42927784162301,6.63872291483735,6.1758823538507,2.95019504205546,3.4223590548566,4.36208405594681,3.56811364455625,2.80462013037291,5.71738364627189,7.7461164614111,3.77904988039659,4.2156291971343,4.52508540464155,7.11506634705943,3.70143584254633,6.01174945311571,3.33687174226057,4.27241988963156,3.58647565160399,8.25863879666365
116,"HER",6.29267857133284,9.03741712622506,10.1661362187419,3.01353817754113,8.72113556888945,6.16467530217553,4.08049492294347,7.2209633843548,4.68608683939962,5.10261362386796,5.79443005229626,6.63123892581717,5.94294547945467,3.13753846891643,3.42784438557308,4.44055962572235,3.52636207703025,2.97654345814203,6.13250407619682,7.92049737156961,3.69948230363921,4.04183585274433,4.45859582464531,6.73467937853505,3.58194579229475,6.24128746877739,3.15060633957982,5.20997781112622,3.29268686950939,9.50213381476044
117,"HER",6.50652528606269,7.93196739565748,8.87837046091337,3.20487643105129,7.7950452716449,6.40314278144589,3.92833312768563,6.53841358923807,3.96190139119263,6.38177043584905,6.09176164808737,5.88938130801074,6.22168609482983,2.9764654612056,3.37092085506681,4.39152049498549,3.70177048748254,2.8883931503944,6.24665929239323,7.4829935900138,3.62681908639624,3.93844593632809,4.5233453257837,6.95520958255825,3.61610694000978,5.90993287750605,3.21263536229855,3.54125292046808,3.42998962666649,8.86031390536854
